title,url,agency,location,salary,closing_date,search_term
Aerospace Engineer (Airframe),https://www.usajobs.gov/job/831890700,Federal Aviation Administration,Multiple Locations,Not specified,Opening and closing dates Open 02/20/2025 to 03/12/2025,AI Engineer
Aerospace Engineer (Airframe),https://www.usajobs.gov/job/832944900,Federal Aviation Administration,"Hapeville, Georgia Hapeville, Georgia",Not specified,Opening and closing dates Open 03/03/2025 to 03/17/2025,AI Engineer
ENVIORNMENTAL ENGINEER (SUSTAINABILITY/AIR),https://www.usajobs.gov/job/832493100,U.S. Marine Corps,"Arlington, Virginia Arlington, Virginia",Not specified,Opening and closing dates Open 02/27/2025 to 03/13/2025,AI Engineer
INTERDISCIPLINARY ENGINEER/SCIENTIST,https://www.usajobs.gov/job/833008200,Naval Air Systems Command,Multiple Locations,Not specified,Opening and closing dates Open 03/06/2025 to 03/12/2025,AI Engineer
IT Specialist (Data Management),https://www.usajobs.gov/job/833162700,Federal Emergency Management Agency,"Philadelphia, Pennsylvania Philadelphia, Pennsylvania",Not specified,Opening and closing dates Open 03/04/2025 to 03/10/2025,Azure Engineer
Writer-Editor,https://www.usajobs.gov/job/833071300,Customs and Border Protection,"Washington, District of Columbia Washington, District of Columbia",Not specified,Opening and closing dates Open 03/04/2025 to 03/17/2025,Technical Writer
PREVENTION SPECIALIST,https://www.usajobs.gov/job/814475400,Department of the Air Force - Agency Wide,Multiple Locations,Not specified,Opening and closing dates Open 10/20/2024 to 10/19/2025,Technical Writer
Procurement Analyst (Small Business),https://www.usajobs.gov/job/832105400,U.S. Army Corps of Engineers,"Galveston, Texas Galveston, Texas",Not specified,Opening and closing dates Open 02/21/2025 to 03/10/2025,Business Analyst
PROCUREMENT ANALYST (SMALL BUSINESS ADVOCATE),https://www.usajobs.gov/job/832342600,Joint Activities,"Fort Meade, Maryland Fort Meade, Maryland",Not specified,Opening and closing dates Open 02/24/2025 to 03/10/2025,Business Analyst
SUPERVISORY PROGRAM ANALYST,https://www.usajobs.gov/job/833040700,Naval Supply Systems Command,"Sigonella Sicily, Italy Sigonella Sicily, Italy",Not specified,Opening and closing dates Open 03/04/2025 to 03/10/2025,Business Analyst
PROGRAM ANALYST,https://www.usajobs.gov/job/833329600,U.S. Coast Guard,"Baltimore, Maryland Baltimore, Maryland",Not specified,Opening and closing dates Open 03/10/2025 to 03/20/2025,Business Analyst
PROGRAM ANALYST,https://www.usajobs.gov/job/832647200,United States Fleet Forces Command,"Naval Shipyard, Portsmouth, Virginia Naval Shipyard, Portsmouth, Virginia",Not specified,Opening and closing dates Open 02/28/2025 to 03/10/2025,Business Analyst
Program Analyst,https://www.usajobs.gov/job/832967400,U.S. Army Corps of Engineers,"Cincinnati, Ohio Cincinnati, Ohio",Not specified,Opening and closing dates Open 02/28/2025 to 03/10/2025,Business Analyst
SUPERVISORY IT SPECIALIST (PLCYPLN)- DIRECT HIRE AUTHORITY,https://www.usajobs.gov/job/832001400,Department of the Air Force - Agency Wide,"Edwards AFB, California Edwards AFB, California",Not specified,Opening and closing dates Open 02/20/2025 to 03/17/2025,Business Analyst
Procurement Analyst,https://www.usajobs.gov/job/832370200,U.S. Army Corps of Engineers,"Norfolk, Virginia Norfolk, Virginia",Not specified,Opening and closing dates Open 02/25/2025 to 03/11/2025,Business Analyst
IT CYBERSECURITY SPECIALIST (CUSTSPT/INFOSEC),https://www.usajobs.gov/job/826953100,Defense Information Systems Agency,Multiple Locations,Not specified,Opening and closing dates Open 01/07/2025 to 04/06/2025,Business Analyst
Supervisory Management Analyst,https://www.usajobs.gov/job/833078300,U.S. Secret Service,"Washington, District of Columbia Washington, District of Columbia",Not specified,Opening and closing dates Open 03/04/2025 to 03/10/2025,Business Analyst
Chief Financial Management NF-04,https://www.usajobs.gov/job/827194200,Army Installation Management Command,"Fort Drum, New York Fort Drum, New York",Not specified,Opening and closing dates Open 01/08/2025 to 04/08/2025,Business Analyst
ADMINISTRATIVE/TECHNICAL SPECIALIST,https://www.usajobs.gov/job/826887200,Naval Sea Systems Command,"Dam Neck Naval Facility, Virginia Beach, Virginia Dam Neck Naval Facility, Virginia Beach, Virginia",Not specified,Opening and closing dates Open 01/10/2025 to 07/09/2025,Business Analyst
Procurement Analyst,https://www.usajobs.gov/job/830275400,U.S. Army Contracting Command,"Fort Cavazos, Texas Fort Cavazos, Texas",Not specified,Opening and closing dates Open 02/04/2025 to 12/31/2025,Business Analyst
Program Analyst,https://www.usajobs.gov/job/832923100,Customs and Border Protection,"Washington, District of Columbia Washington, District of Columbia",Not specified,Opening and closing dates Open 03/05/2025 to 03/11/2025,Business Analyst
IT Specialist (Data Management),https://www.usajobs.gov/job/832986400,Air Force Services Agency,"Kelly AFB, Texas Kelly AFB, Texas",Not specified,Opening and closing dates Open 03/04/2025 to 03/11/2025,Business Analyst
INTERDISCIPLINARY (Ops Research Analyst/Mathematician/Statistician/Computer Sci/Data Sci),https://www.usajobs.gov/job/825918000,U.S. Army Corps of Engineers,Multiple Locations,Not specified,Opening and closing dates Open 01/02/2025 to 12/31/2025,Business Analyst
Management & Program Analyst,https://www.usajobs.gov/job/833270600,U.S. Coast Guard,"Washington DC, District of Columbia Washington DC, District of Columbia",Not specified,Opening and closing dates Open 03/06/2025 to 03/19/2025,Business Analyst
PROGRAM ANALYST,https://www.usajobs.gov/job/833365700,Customs and Border Protection,"Washington, District of Columbia Washington, District of Columbia",Not specified,Opening and closing dates Open 03/10/2025 to 03/14/2025,Business Analyst
"Interdisciplinary-Computer Engineer, Electronics Engineer, Operations Research, Computer Scientist",https://www.usajobs.gov/job/832993000,Department of the Air Force - Agency Wide,"Lackland AFB, Texas Lackland AFB, Texas",Not specified,Opening and closing dates Open 03/03/2025 to 03/14/2025,Business Analyst
MANAGEMENT ANALYST,https://www.usajobs.gov/job/830821300,Army National Guard Units,"Santa Fe, New Mexico Santa Fe, New Mexico",Not specified,Opening and closing dates Open 02/07/2025 to 04/14/2025,Business Analyst
Procurement Analyst,https://www.usajobs.gov/job/832706900,U.S. Army Corps of Engineers,"Walla Walla, Washington Walla Walla, Washington",Not specified,Opening and closing dates Open 02/28/2025 to 03/13/2025,Business Analyst
IT SPECIALIST (DATAMGT)(T32),https://www.usajobs.gov/job/832678500,Army National Guard Units,"Montgomery, Alabama Montgomery, Alabama",Not specified,Opening and closing dates Open 02/26/2025 to 03/19/2025,Business Analyst
"Management Analyst, NF-04",https://www.usajobs.gov/job/832397800,Army Installation Management Command,"Fort Sam Houston, Texas Fort Sam Houston, Texas",Not specified,Opening and closing dates Open 02/25/2025 to 03/11/2025,Business Analyst
Health System Specialist - Health Professions Education (HPE) Analyst,https://www.usajobs.gov/job/832785900,Veterans Health Administration,"Brooklyn, New York Brooklyn, New York",Not specified,Opening and closing dates Open 02/28/2025 to 03/14/2025,Business Analyst
MANAGEMENT ANALYST,https://www.usajobs.gov/job/832200100,Army National Guard Units,"Santa Fe, New Mexico Santa Fe, New Mexico",Not specified,Opening and closing dates Open 02/22/2025 to 03/17/2025,Business Analyst
Security Assistant,https://www.usajobs.gov/job/832862200,U.S. Army Corps of Engineers,"Alexandria, Virginia Alexandria, Virginia",Not specified,Opening and closing dates Open 03/03/2025 to 03/13/2025,Security Engineer
ELECTRICAL ENGINEER,https://www.usajobs.gov/job/820113300,U.S. Army Corps of Engineers,"Jacksonville, Florida Jacksonville, Florida",Not specified,Opening and closing dates Open 11/21/2024 to 11/20/2025,Security Engineer
ENGINEER/SCIENTIST,https://www.usajobs.gov/job/816135300,Naval Sea Systems Command,"Dahlgren, Virginia Dahlgren, Virginia",Not specified,Opening and closing dates Open 10/31/2024 to 10/30/2025,Security Engineer
Physical Embedded and Control Systems Security - Technical,https://www.usajobs.gov/job/830897900,DHS Headquarters,Multiple Locations,Not specified,Opening and closing dates Open 02/10/2025 to 03/12/2025,Security Engineer
Physical Embedded and Control Systems Security (PECSS) - Developmental,https://www.usajobs.gov/job/830892700,DHS Headquarters,Multiple Locations,Not specified,Opening and closing dates Open 02/10/2025 to 03/12/2025,Security Engineer
IT SPECIALIST (SYSADMIN/INFOSEC),https://www.usajobs.gov/job/832391400,U.S. Pacific Fleet,"Corpus Christi, Texas Corpus Christi, Texas",Not specified,Opening and closing dates Open 02/25/2025 to 03/26/2025,Security Engineer
"Physical, Embedded, and Control Systems Security - Leadership",https://www.usajobs.gov/job/830892100,DHS Headquarters,Multiple Locations,Not specified,Opening and closing dates Open 02/10/2025 to 03/12/2025,Security Engineer
Research General Engineer,https://www.usajobs.gov/job/833412700,U.S. Coast Guard,"New London, Connecticut New London, Connecticut",Not specified,Opening and closing dates Open 03/10/2025 to 03/20/2025,Security Engineer
Program Analyst (Human Factors Engineer),https://www.usajobs.gov/job/833251600,U.S. Coast Guard,"Washington, District of Columbia Washington, District of Columbia",Not specified,Opening and closing dates Open 03/05/2025 to 03/14/2025,Security Engineer
Program Analyst (Human Factors Engineer),https://www.usajobs.gov/job/833252100,U.S. Coast Guard,"Washington, District of Columbia Washington, District of Columbia",Not specified,Opening and closing dates Open 03/05/2025 to 03/14/2025,Security Engineer
Principal Systems Engineer/ Senior Systems Engineer #208,https://www.usajobs.gov/job/833334400,Senate,"Washington DC, District of Columbia Washington DC, District of Columbia",Not specified,Opening and closing dates Open 03/06/2025 to 03/20/2025,Security Engineer
Electrical Engineer (Open and Continuous),https://www.usajobs.gov/job/781909300,U.S. Army Corps of Engineers,"Baltimore, Maryland Baltimore, Maryland",Not specified,Opening and closing dates Open 03/18/2024 to 03/17/2025,Security Engineer
Civil Engineer,https://www.usajobs.gov/job/833031600,U.S. Army Corps of Engineers,"Omaha, Nebraska Omaha, Nebraska",Not specified,Opening and closing dates Open 03/03/2025 to 03/14/2025,Security Engineer
Biomedical Engineer,https://www.usajobs.gov/job/833328000,Veterans Health Administration,"Buffalo, New York Buffalo, New York",Not specified,Opening and closing dates Open 03/06/2025 to 03/19/2025,Security Engineer
ELECTRICAL ENGINEER,https://www.usajobs.gov/job/827139200,Naval Facilities Engineering Systems Command,"Indian Head, Maryland Indian Head, Maryland",Not specified,Opening and closing dates Open 01/09/2025 to 04/09/2025,Security Engineer
ELECTRICAL ENGINEER,https://www.usajobs.gov/job/829880100,Naval Facilities Engineering Systems Command,"Naval Weapons Station, Yorktown, Virginia Naval Weapons Station, Yorktown, Virginia",Not specified,Opening and closing dates Open 01/31/2025 to 04/28/2025,Security Engineer
Biomedical Equipment Support Specialist (Biomedical Information Systems),https://www.usajobs.gov/job/833252400,Veterans Health Administration,"Martinez, California Martinez, California",Not specified,Opening and closing dates Open 03/06/2025 to 03/20/2025,Security Engineer
Computer Engineer,https://www.usajobs.gov/job/832409600,Defense Contract Management Agency,"Garden City, New York Garden City, New York",Not specified,Opening and closing dates Open 02/25/2025 to 03/10/2025,Security Engineer
"Interdisciplinary-Computer Engineer, Electronics Engineer, Operations Research, Computer Scientist",https://www.usajobs.gov/job/832993000,Department of the Air Force - Agency Wide,"Lackland AFB, Texas Lackland AFB, Texas",Not specified,Opening and closing dates Open 03/03/2025 to 03/14/2025,Security Engineer
IT SPECIALIST (NETWORK),https://www.usajobs.gov/job/832371600,Naval Sea Systems Command,"Naval Surface Warfare Center, Maryland Naval Surface Warfare Center, Maryland",Not specified,Opening and closing dates Open 02/26/2025 to 03/11/2025,Security Engineer
Supervisory Biomedical Engineer (Clinical),https://www.usajobs.gov/job/832887700,Veterans Health Administration,"Fresno, California Fresno, California",Not specified,Opening and closing dates Open 02/28/2025 to 03/12/2025,Security Engineer
Supervisory Healthcare Engineer,https://www.usajobs.gov/job/825049200,Veterans Health Administration,"Miami, Florida Miami, Florida",Not specified,Opening and closing dates Open 12/19/2024 to 03/19/2025,Security Engineer
Electrical Engineer,https://www.usajobs.gov/job/814628900,U.S. Army Corps of Engineers,"Louisville, Kentucky Louisville, Kentucky",Not specified,Opening and closing dates Open 10/17/2024 to 04/17/2025,Security Engineer
Electronics Engineer,https://www.usajobs.gov/job/833001100,Federal Aviation Administration,"Washington, District of Columbia Washington, District of Columbia",Not specified,Opening and closing dates Open 03/05/2025 to 03/19/2025,Security Engineer
Healthcare Engineer (Project Engineer),https://www.usajobs.gov/job/833271900,Veterans Health Administration,"Bronx, New York Bronx, New York",Not specified,Opening and closing dates Open 03/06/2025 to 03/14/2025,Security Engineer
INTEGRATED PRODUCT SUPPORT PROGRAM MANAGER,https://www.usajobs.gov/job/833139800,Naval Facilities Engineering Systems Command,"Washington Navy Yard, District of Columbia Washington Navy Yard, District of Columbia",Not specified,Opening and closing dates Open 03/05/2025 to 03/11/2025,Product Manager
Information Technology Specialist (Product Manager),https://www.usajobs.gov/job/826059300,Administrative Office of the U.S. Courts,"Washington, District of Columbia Washington, District of Columbia",Not specified,Opening and closing dates Open 02/18/2025 to 03/11/2025,Product Manager
Acquisition Key Billet Product Manager or Acquisition Director,https://www.usajobs.gov/job/831720500,U.S. Army Acquisition Support Center,Multiple Locations,Not specified,Opening and closing dates Open 02/18/2025 to 04/18/2025,Product Manager
IT SPECIALIST (DATAMGT),https://www.usajobs.gov/job/833054200,"Air Force Elements, U.S. Special Operations Command","MacDill AFB, Florida MacDill AFB, Florida",Not specified,Opening and closing dates Open 03/04/2025 to 03/17/2025,Product Manager
QUALITY ASSURANCE SPECIALIST (F-22),https://www.usajobs.gov/job/832191300,Air National Guard Units,"Hickam AFB, Hawaii Hickam AFB, Hawaii",Not specified,Opening and closing dates Open 02/21/2025 to 03/14/2025,Product Manager
Health System Specialist,https://www.usajobs.gov/job/833171400,Veterans Health Administration,"New Orleans, Louisiana New Orleans, Louisiana",Not specified,Opening and closing dates Open 03/04/2025 to 03/13/2025,Product Manager
SALES SPECIALIST NF2* (RPT) MCX MAIN EXCHANGE,https://www.usajobs.gov/job/832395300,U.S. Marine Corps,"Kaneohe, Hawaii Kaneohe, Hawaii",Not specified,Opening and closing dates Open 02/24/2025 to 03/31/2025,Product Manager
INTERDISCIPLINARY ENGINEER/ARCHITECT/COMMUNITY PLANNER,https://www.usajobs.gov/job/830482000,Naval Facilities Engineering Systems Command,"Naval Facilities Engineering Command, Atlantic, Virginia Naval Facilities Engineering Command, Atlantic, Virginia",Not specified,Opening and closing dates Open 02/10/2025 to 08/09/2025,Product Manager
EXPERIENCE SPECIALIST NF2 (RPT) MCX MAIN EXCHANGE,https://www.usajobs.gov/job/831814300,U.S. Marine Corps,"Kaneohe, Hawaii Kaneohe, Hawaii",Not specified,Opening and closing dates Open 02/18/2025 to 03/31/2025,Product Manager
EXPERIENCE SPECIALIST NF-2,https://www.usajobs.gov/job/832398000,U.S. Marine Corps,"Marine Corps Air Station Miramar, California Marine Corps Air Station Miramar, California",Not specified,Opening and closing dates Open 02/24/2025 to 03/10/2025,Product Manager
AMMUNITION INSPECTOR,https://www.usajobs.gov/job/818614800,Army National Guard Units,"Hastings, Nebraska Hastings, Nebraska",Not specified,Opening and closing dates Open 11/12/2024 to 09/26/2025,Product Manager
Information Technology Specialist (Systems Analysis),https://www.usajobs.gov/job/832216300,Administrative Office of the U.S. Courts,"Washington, District of Columbia Washington, District of Columbia",Not specified,Opening and closing dates Open 02/28/2025 to 03/14/2025,Product Manager
Interdisciplinary,https://www.usajobs.gov/job/832585500,U.S. Army Corps of Engineers,"Lake City, Missouri Lake City, Missouri",Not specified,Opening and closing dates Open 02/26/2025 to 03/10/2025,Product Manager
Interdisciplinary,https://www.usajobs.gov/job/832585700,U.S. Army Corps of Engineers,"Lake City, Missouri Lake City, Missouri",Not specified,Opening and closing dates Open 02/26/2025 to 03/10/2025,Product Manager
Interdisciplinary,https://www.usajobs.gov/job/832586300,U.S. Army Corps of Engineers,"Kansas City, Missouri Kansas City, Missouri",Not specified,Opening and closing dates Open 02/26/2025 to 03/10/2025,Product Manager
Assistant General Manager- Retail,https://www.usajobs.gov/job/832180900,Veterans Health Administration,"Baltimore, Maryland Baltimore, Maryland",Not specified,Opening and closing dates Open 02/21/2025 to 03/21/2025,Product Manager
Logistics Management Specialist (Order Fulfillment),https://www.usajobs.gov/job/832180500,"Headquarters, AMC","Redstone Arsenal, Alabama Redstone Arsenal, Alabama",Not specified,Opening and closing dates Open 02/21/2025 to 03/10/2025,Product Manager
TECHNICAL PROJECT MANAGER (ADMINISTRATIVE/TECHNICAL),https://www.usajobs.gov/job/832991600,Naval Sea Systems Command,"Indian Head, Maryland Indian Head, Maryland",Not specified,Opening and closing dates Open 03/03/2025 to 03/10/2025,Product Manager
Registered Dietitian,https://www.usajobs.gov/job/831924500,Veterans Health Administration,"Orlando, Florida Orlando, Florida",Not specified,Opening and closing dates Open 02/19/2025 to 03/14/2025,Product Manager
Supervisory CBP Agriculture Specialist,https://www.usajobs.gov/job/833014800,Customs and Border Protection,"Seattle, Washington Seattle, Washington",Not specified,Opening and closing dates Open 03/04/2025 to 03/10/2025,Product Manager
QUALITY ASSURANCE SPECIALIST,https://www.usajobs.gov/job/824497400,Army National Guard Units,"Lincoln, Nebraska Lincoln, Nebraska",Not specified,Opening and closing dates Open 12/17/2024 to 09/26/2025,Product Manager
PURCHASING AGENT,https://www.usajobs.gov/job/833340300,U.S. Coast Guard,"Ketchikan, Alaska Ketchikan, Alaska",Not specified,Opening and closing dates Open 03/07/2025 to 03/17/2025,Product Manager
Principal Systems Engineer/ Senior Systems Engineer #208,https://www.usajobs.gov/job/833334400,Senate,"Washington DC, District of Columbia Washington DC, District of Columbia",Not specified,Opening and closing dates Open 03/06/2025 to 03/20/2025,Product Manager
Logistics Management Specialist,https://www.usajobs.gov/job/832886200,U.S. Coast Guard,"Glen Burnie, Maryland Glen Burnie, Maryland",Not specified,Opening and closing dates Open 02/26/2025 to 03/11/2025,Product Manager
Interdisciplinary-General Engineer/Civil Engineer/Mechanical Engineer/Electrical Engineer/Architect,https://www.usajobs.gov/job/832162300,U.S. Army Corps of Engineers,"Kuwait, Kuwait Kuwait, Kuwait",Not specified,Opening and closing dates Open 02/24/2025 to 03/10/2025,Product Manager
Civil Rights Analyst (Civil Rights Lead Advisor),https://www.usajobs.gov/job/833378700,Federal Emergency Management Agency,Location Negotiable After Selection,Not specified,Opening and closing dates Open 03/07/2025 to 03/16/2025,Incident Response Analyst
Civil Rights Analyst (Civil Rights Advisor),https://www.usajobs.gov/job/833382300,Federal Emergency Management Agency,Location Negotiable After Selection,Not specified,Opening and closing dates Open 03/07/2025 to 03/16/2025,Incident Response Analyst
Electronics Engineer - DIRECT HIRE,https://www.usajobs.gov/job/832159000,U.S. Army Corps of Engineers,"Sacramento, California Sacramento, California",Not specified,Opening and closing dates Open 02/24/2025 to 02/23/2026,Computer Vision Engineer
Biomedical Equipment Support Specialist (Biomedical Information Systems),https://www.usajobs.gov/job/833252400,Veterans Health Administration,"Martinez, California Martinez, California",Not specified,Opening and closing dates Open 03/06/2025 to 03/20/2025,Computer Vision Engineer
Project Healthcare Engineer,https://www.usajobs.gov/job/832365300,Veterans Health Administration,"Kings, New York Kings, New York",Not specified,Opening and closing dates Open 02/25/2025 to 03/10/2025,Computer Vision Engineer
ENGINEER/SCIENTIST,https://www.usajobs.gov/job/829622700,Naval Sea Systems Command,"Dahlgren, Virginia Dahlgren, Virginia",Not specified,Opening and closing dates Open 01/29/2025 to 03/14/2025,Embedded Software Engineer
Interdisciplinary Engineer (Electronics),https://www.usajobs.gov/job/831465200,Defense Contract Management Agency,"Saint Louis, Missouri Saint Louis, Missouri",Not specified,Opening and closing dates Open 02/07/2025 to 03/10/2025,Embedded Software Engineer
Interdisciplinary Engineer (0855 Electronics Engineer),https://www.usajobs.gov/job/831716600,Defense Contract Management Agency,"El Segundo, California El Segundo, California",Not specified,Opening and closing dates Open 02/18/2025 to 03/21/2025,Embedded Software Engineer
Interdisciplinary Engineer,https://www.usajobs.gov/job/831738800,Defense Contract Management Agency,"Chantilly, Virginia Chantilly, Virginia",Not specified,Opening and closing dates Open 02/18/2025 to 02/16/2026,Embedded Software Engineer
Interdisciplinary Engineer,https://www.usajobs.gov/job/831708200,Defense Contract Management Agency,"Orlando, Florida Orlando, Florida",Not specified,Opening and closing dates Open 02/18/2025 to 03/10/2025,Embedded Software Engineer
Healthcare Engineer,https://www.usajobs.gov/job/833371200,Veterans Health Administration,"Saint Cloud, Minnesota Saint Cloud, Minnesota",Not specified,Opening and closing dates Open 03/07/2025 to 03/17/2025,Cloud Engineer
IT SPECIALIST (SYSADMIN/INFOSEC),https://www.usajobs.gov/job/832391400,U.S. Pacific Fleet,"Corpus Christi, Texas Corpus Christi, Texas",Not specified,Opening and closing dates Open 02/25/2025 to 03/26/2025,Cloud Engineer
IT Specialist (APPSW),https://www.usajobs.gov/job/828947200,Naval Supply Systems Command,"Naval Support Activity, Mechanicsburg, Pennsylvania Naval Support Activity, Mechanicsburg, Pennsylvania",Not specified,Opening and closing dates Open 01/24/2025 to 03/11/2025,Cloud Engineer
Electronics Engineer - DIRECT HIRE,https://www.usajobs.gov/job/832159000,U.S. Army Corps of Engineers,"Sacramento, California Sacramento, California",Not specified,Opening and closing dates Open 02/24/2025 to 02/23/2026,Cloud Engineer
Supervisory Health Systems Specialist,https://www.usajobs.gov/job/832610600,Veterans Health Administration,"Topeka, Kansas Topeka, Kansas",Not specified,Opening and closing dates Open 02/26/2025 to 03/12/2025,Quality Assurance Analyst
SUPERVISORY SUPPLY SYSTEMS ANALYST,https://www.usajobs.gov/job/829850100,Army National Guard Units,"Lincoln, Nebraska Lincoln, Nebraska",Not specified,Opening and closing dates Open 01/30/2025 to 09/26/2025,Quality Assurance Analyst
Supervisory Supply Systems Analyst (15K HIRING BONUS) - T32,https://www.usajobs.gov/job/832731400,Army National Guard Units,"Camp Williams, Wisconsin Camp Williams, Wisconsin",Not specified,Opening and closing dates Open 02/27/2025 to 03/27/2025,Quality Assurance Analyst
SUPPLY SYSTEMS ANALYST,https://www.usajobs.gov/job/820107600,Army National Guard Units,"Hastings, Nebraska Hastings, Nebraska",Not specified,Opening and closing dates Open 11/20/2024 to 09/26/2025,Quality Assurance Analyst
Supply Systems Analyst (Title 32) (Permanent),https://www.usajobs.gov/job/832476100,Army National Guard Units,"Richmond, Virginia Richmond, Virginia",Not specified,Opening and closing dates Open 02/25/2025 to 03/26/2025,Quality Assurance Analyst
FINANCIAL MANAGEMENT ANALYST,https://www.usajobs.gov/job/832845600,Air National Guard Units,"Lincoln, Nebraska Lincoln, Nebraska",Not specified,Opening and closing dates Open 02/26/2025 to 03/12/2025,Quality Assurance Analyst
FINANCIAL MANAGEMENT ANALYST,https://www.usajobs.gov/job/832846700,Air National Guard Units,"Lincoln, Nebraska Lincoln, Nebraska",Not specified,Opening and closing dates Open 02/26/2025 to 03/12/2025,Quality Assurance Analyst
FINANCIAL MANAGEMENT ANALYST (TITLE 32),https://www.usajobs.gov/job/828336300,Air National Guard Units,"Portland, Oregon Portland, Oregon",Not specified,Opening and closing dates Open 02/27/2025 to 03/28/2025,Quality Assurance Analyst
ITSPEC (CUSTOMER SUPPORT),https://www.usajobs.gov/job/806611100,Air National Guard Units,"Eielson AFB, Alaska Eielson AFB, Alaska",Not specified,Opening and closing dates Open 08/26/2024 to 08/25/2025,Network Administrator
Registered Nurse - Deputy Associate Director of Patient Care Services (ADPCS),https://www.usajobs.gov/job/833280300,Veterans Health Administration,"Buffalo, New York Buffalo, New York",Not specified,Opening and closing dates Open 03/07/2025 to 03/17/2025,Network Administrator
Information Technology Specialist (Network),https://www.usajobs.gov/job/832345300,U.S. Army Cyber Command,"Schofield Barracks, Hawaii Schofield Barracks, Hawaii",Not specified,Opening and closing dates Open 02/25/2025 to 03/11/2025,Network Administrator
Information Technology Specialist (Network),https://www.usajobs.gov/job/832345400,U.S. Army Cyber Command,"Schofield Barracks, Hawaii Schofield Barracks, Hawaii",Not specified,Opening and closing dates Open 02/25/2025 to 03/11/2025,Network Administrator
IT SPECIALIST (NETWORK/INFOSEC),https://www.usajobs.gov/job/832543500,U.S. Army Cyber Command,"Fort Drum, New York Fort Drum, New York",Not specified,Opening and closing dates Open 02/25/2025 to 03/10/2025,Network Administrator
IT SPECIALIST (INFOSEC),https://www.usajobs.gov/job/832397700,U.S. Army Cyber Command,"Fort Campbell, Kentucky Fort Campbell, Kentucky",Not specified,Opening and closing dates Open 02/28/2025 to 03/10/2025,Network Administrator
IT SPECIALIST (SYSADMIN/NETWORK),https://www.usajobs.gov/job/817030700,Naval Facilities Engineering Systems Command,"Naples, Italy Naples, Italy",Not specified,Opening and closing dates Open 11/01/2024 to 04/30/2025,Network Administrator
IT SPECIALIST (SYSADMIN/ NETWORK),https://www.usajobs.gov/job/824445000,Naval Facilities Engineering Systems Command,"Naples, Italy Naples, Italy",Not specified,Opening and closing dates Open 12/18/2024 to 05/19/2025,Network Administrator
IT SPECIALIST (NETWORK) T32,https://www.usajobs.gov/job/832292900,Air National Guard Units,"Phoenix, Arizona Phoenix, Arizona",Not specified,Opening and closing dates Open 02/24/2025 to 03/11/2025,Network Administrator
IT SPECIALIST (NETWORK),https://www.usajobs.gov/job/829387000,Army National Guard Units,"Augusta, Maine Augusta, Maine",Not specified,Opening and closing dates Open 01/27/2025 to 03/14/2025,Network Administrator
NNSY APPRENTICESHIP PROGRAM,https://www.usajobs.gov/job/829752400,United States Fleet Forces Command,"Naval Shipyard, Portsmouth, Virginia Naval Shipyard, Portsmouth, Virginia",Not specified,Opening and closing dates Open 02/03/2025 to 05/02/2025,Network Administrator
Information Technology Specialist (Security/Systems Administration),https://www.usajobs.gov/job/832225000,U.S. Army Cyber Command,"Stuttgart, Germany Stuttgart, Germany",Not specified,Opening and closing dates Open 02/27/2025 to 03/12/2025,Network Administrator
IT SPECIALIST (SYSADMIN),https://www.usajobs.gov/job/833139000,Air National Guard Units,"Otis ANG Base, Massachusetts Otis ANG Base, Massachusetts",Not specified,Opening and closing dates Open 03/04/2025 to 03/19/2025,Network Administrator
Chief Nurse - Technology Innovation and Development,https://www.usajobs.gov/job/833286800,Veterans Health Administration,"Jefferson Barracks, Missouri Jefferson Barracks, Missouri",Not specified,Opening and closing dates Open 03/06/2025 to 03/10/2025,Network Administrator
IT SPECIALIST (SYSADMIN),https://www.usajobs.gov/job/831906900,Air National Guard Units,"Springfield, Ohio Springfield, Ohio",Not specified,Opening and closing dates Open 02/19/2025 to 03/19/2025,Network Administrator
IT SPECIALIST (SYSADMIN),https://www.usajobs.gov/job/833283100,Air National Guard Units,"Des Moines, Iowa Des Moines, Iowa",Not specified,Opening and closing dates Open 03/06/2025 to 03/20/2025,Network Administrator
"Registered Nurse-Associate Nurse Executive, Quality and Patient Safety",https://www.usajobs.gov/job/833178000,Veterans Health Administration,"Little Rock, Arkansas Little Rock, Arkansas",Not specified,Opening and closing dates Open 03/04/2025 to 03/13/2025,Network Administrator
Registered Nurse - Associate Chief Nurse - Perioperative,https://www.usajobs.gov/job/833459500,Veterans Health Administration,"New Orleans, Louisiana New Orleans, Louisiana",Not specified,Opening and closing dates Open 03/10/2025 to 03/20/2025,Network Administrator
Family Advocacy Program Clinical Supervisor,https://www.usajobs.gov/job/829330600,"Commander, Navy Installations","Oak Harbor, Washington Oak Harbor, Washington",Not specified,Opening and closing dates Open 01/24/2025 to 03/31/2025,Network Administrator
Nurse IV (EHRM Clinical Specialist),https://www.usajobs.gov/job/833336000,Veterans Health Administration,"Vancouver, Washington Vancouver, Washington",Not specified,Opening and closing dates Open 03/06/2025 to 03/31/2025,Network Administrator
IT SPECIALIST (SYSADMIN/CUSTSPT),https://www.usajobs.gov/job/832738100,Army National Guard Units,"Jackson, Mississippi Jackson, Mississippi",Not specified,Opening and closing dates Open 02/27/2025 to 03/13/2025,Network Administrator
